Number of CPU,Check available CPU and limit,Load Model,Prepare data,Run Inference,Inference per Image,Total Time,Batch size,Number of SM
2,0.0001380443572998,1.0329928398132324,0.0048842430114746,0.2611675262451172,0.1305837631225586,2.4445416927337646,2,1
4,4.315376281738281e-05,0.1089117527008056,0.0007622241973876,0.2267348766326904,0.1133674383163452,0.5636081695556641,2,1
8,2.8371810913085938e-05,0.1074059009552002,0.0006830692291259,0.1980941295623779,0.0990470647811889,0.5082905292510986,2,1
16,3.933906555175781e-05,0.1044130325317382,0.0007288455963134,0.1913537979125976,0.0956768989562988,0.4919381141662597,2,1
2,0.0001239776611328,0.107133150100708,0.0012362003326416,0.3533334732055664,0.0883333683013916,0.7561860084533691,4,1
4,3.719329833984375e-05,0.1852021217346191,0.0007619857788085,0.3538637161254883,0.088465929031372,0.7775835990905762,4,1
8,2.8848648071289062e-05,0.185237169265747,0.0006494522094726,0.353053331375122,0.0882633328437805,0.7647562026977539,4,1
16,3.981590270996094e-05,0.1794683933258056,0.000821828842163,0.3530151844024658,0.0882537961006164,0.7440571784973145,4,1
2,0.0001020431518554,0.1780824661254882,0.0011723041534423,0.6943717002868652,0.0867964625358581,1.300117015838623,8,1
4,0.0001065731048583,0.3979558944702148,0.0007219314575195,0.6945390701293945,0.0868173837661743,1.4781172275543213,8,1
8,3.743171691894531e-05,0.3992712497711181,0.0008049011230468,0.7088658809661865,0.0886082351207733,1.4577715396881104,8,1
16,3.886222839355469e-05,0.3811032772064209,0.0008342266082763,0.6954326629638672,0.0869290828704834,1.4167311191558838,8,1
2,9.03606414794922e-05,0.3940305709838867,0.0012097358703613,1.3813109397888184,0.0863319337368011,2.4338741302490234,16,1
4,3.5762786865234375e-05,0.8355515003204346,0.0007791519165039,1.3813400268554688,0.0863337516784668,2.861283779144287,16,1
8,4.482269287109375e-05,0.8328022956848145,0.0007994174957275,1.380997657775879,0.0863123536109924,2.8163957595825195,16,1
16,5.960464477539063e-05,0.8297152519226074,0.0007853507995605,1.3821263313293457,0.0863828957080841,2.809548139572144,16,1
2,0.0001332759857177,0.8286490440368652,0.0012774467468261,2.7769038677215576,0.0867782458662986,4.80463719367981,32,1
4,2.789497375488281e-05,1.7159276008605957,0.0007112026214599,2.791633129119873,0.087238535284996,5.635277032852173,32,1
8,3.0517578125e-05,1.7017664909362793,0.0006699562072753,2.7734618186950684,0.0866706818342208,5.591167449951172,32,1
16,4.0531158447265625e-05,1.716651439666748,0.0007672309875488,2.7907516956329346,0.0872109904885292,5.612204551696777,32,1
2,3.3855438232421875e-05,1.6984686851501465,0.0007333755493164,5.541373252868652,0.0865839570760726,9.527011394500732,64,1
4,3.5762786865234375e-05,3.4667294025421143,0.0007836818695068,5.555105209350586,0.0867985188961029,11.169381380081177,64,1
8,3.814697265625e-05,3.452561855316162,0.000697374343872,5.44638729095459,0.0850998014211654,10.986194610595703,64,1
16,3.0994415283203125e-05,3.4010283946990967,0.0007450580596923,5.55341100692749,0.086772046983242,11.063134908676147,64,1
2,0.0001718997955322,3.448791027069092,0.0012881755828857,11.73342227935791,0.0916673615574836,19.534889459609985,128,1
